Parcel,Address,Property Class,Property Use,Assessment Area,Current Year Land Value,Current Year Improvement Value,Current Year Total Value,Previous Year Land Value,Previous Year Improvment Value,Previous Year Total Value,Net Taxes,Special Assessment,Other Charges,Total Taxes,Zoning 1,Zoning 2,Zoning 3,Zoning 4,Lot Size Sq Ft,Frontage Street,Frontage Street Feet,Water Frontage,TIF District,School District,Elementary School,Middle School,High School,Ward,State Assembly District,Refuse District,Collection Schedule URL,Home Style,Year Built,Stories,Dwelling Units,Bedrooms,Full Baths,Half Baths,Fireplaces,Central Air,First Floor Living Area,Second Floor Living Area,Third Floor Living Area,Above Third Floor Living Area,Total Living Area,Finished Attic,Finished Basement,Total Basement,Crawl Space,Exterior Wall 1,Exterior Wall 2,Foundation,Roof,Roof Replaced Year,Garage 1,Garage Stalls 1,Garage2,Garage Stalls 2,Driveway,Shared Drive,Legal Description,Other Structure 1,Other Structure 1 Sq Ft,Other Structure 2,Other Structure 2 Sq Ft,Other Structure 3,Other Structure 3 Sq Ft,Other Structure 4,Other Structure 4 Sq Ft,Other Structure 5,Other Structure 5 Sq Ft,Other Structure 6,Other Structure 6 Sq Ft,Additional Buildings,Notation Parcel,Lot,Block
070930410067,5025 Odana Rd,Residential,Single family,58,$95800.00,$154900.00,$250700.00,$93000.00,$150400.00,$243400.00,$5687.65,$0.00,$0.00,$5687.65,SR-C1,,,,19601.88,Odana Rd,132.27,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1951,1,1,3,2,0,2,true,1924,0,0,0,1924,0,0,2176,0,Brick,Aluminum/Vinyl,Concrete,Asphalt,1996,Detached,2,,0,Concrete,false,"PART E 1/2 SE 1/4 SE 1/4 SEC 30 T7N R9E  & PRT OF VACATED MEMORY LANE DESC AS     FOL, BEG AT NW COR LOT 6, CONEY WESTON   PLAT, TH S 00 DEG 12 MIN E 153 FT,       TH W 132 FT, TH N 00 DEG 12 MIN W 144 FT TH N 86 DEG 05 MIN 55 SEC E 132.27 FT    TO POB.",Open Porch,192,Patio,240,,0,,0,,0,,0,false,070930410067,0,0
070930410075,5101 Odana Rd,Residential,Single family,58,$83600.00,$142100.00,$225700.00,$81200.00,$138000.00,$219200.00,$5101.37,$0.00,$0.00,$5101.37,SR-C1,,,,14180.25,Odana Rd,85,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Bi-level,1962,1,1,6,3,0,1,true,1790,0,0,0,1790,0,870,1622,168,Wood,,Concrete,Asphalt,2011,Basement,2,,0,Asphalt,false,"TIMBER LANE SUBD, LOT 13",,0,,0,,0,,0,,0,,0,false,070930410075,0,0
070930410083,5105 Odana Rd,Residential,Single family,58,$78200.00,$119700.00,$197900.00,$75900.00,$116200.00,$192100.00,$4444.84,$0.00,$0.00,$4444.84,SR-C1,,,,13207.04,Odana Rd,85,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1958,2,1,3,1,1,1,true,857,768,0,0,1625,0,240,665,0,Wood,Masonry Facing,Concrete,Asphalt,1958,Attached,2,,0,Asphalt,false,"TIMBER LANE SUBD, LOT 14",Patio,336,,0,,0,,0,,0,,0,false,070930410083,0,0
070930410091,701 Dearholt Rd,Residential,Single family,58,$68200.00,$144200.00,$212400.00,$65600.00,$115800.00,$181400.00,$4185.62,$0.00,$0.00,$4185.62,SR-C1,,,,10967.47,Dearholt Rd,78,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1959,1,1,3,2,1,1,true,1592,0,0,0,1592,0,300,1592,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1998,Basement,2,,0,Asphalt,false,TIMBER LANE SUBD ALL OF LOT 15 EXC THERE FROM TH S 2 FT,Deck,113,,0,,0,,0,,0,,0,false,070930410091,0,0
070930410108,705 Dearholt Rd,Residential,Single family,58,$65400.00,$168300.00,$233700.00,$62900.00,$161800.00,$224700.00,$5234.62,$0.00,$0.00,$5234.62,SR-C1,,,,10576.57,Dearholt Rd,82,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1957,1,1,3,2,0,1,true,1812,0,0,0,1812,0,656,1420,392,Wood,Masonry Facing,Concrete,Asphalt,1957,Basement,2,,0,Concrete,false,TIMBER LANE SUBD S 2 FT OF LOT 15 & ALL  OF LOT 16,,0,,0,,0,,0,,0,,0,false,070930410108,0,0
070930410116,709 Dearholt Rd,Residential,Single family,58,$65400.00,$174500.00,$239900.00,$62900.00,$150500.00,$213400.00,$4960.86,$0.00,$0.00,$4960.86,SR-C1,,,,10021.01,Dearholt Rd,73.3,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1958,1,1,3,1,1,1,true,1450,0,0,0,1450,0,314,784,0,Wood,Masonry Facing,Concrete,Asphalt,2006,Basement,2,,0,Concrete,false,"TIMBER LANE SUBD, LOT 9",Enc-Fin Porch,224,,0,,0,,0,,0,,0,false,070930410116,0,0
070930410124,5110 Coney Weston Pl,Residential,Single family,58,$66800.00,$169700.00,$236500.00,$64200.00,$163200.00,$227400.00,$5300.03,$0.00,$0.00,$5300.03,SR-C1,,,,11219.91,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,4,2,0,0,true,1478,0,0,0,1478,0,332,798,320,Aluminum/Vinyl,,Concrete Block,Asphalt,1996,Basement,2,,0,Concrete,false,"TIMBER LANE SUBD, LOT 10",Encl Porch,192,,0,,0,,0,,0,,0,false,070930410124,0,0
070930410132,5106 Coney Weston Pl,Residential,Single family,58,$69700.00,$226900.00,$296600.00,$67000.00,$218200.00,$285200.00,$6700.31,$0.00,$0.00,$6700.31,SR-C1,,,,11618.12,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1957,2,1,3,2,1,1,true,1436,768,0,0,2204,0,300,326,0,Wood,Masonry Facing,Concrete,Asphalt,2000,Basement,2,,0,Concrete,false,"TIMBER LANE SUBD, LOT 11",Patio,312,,0,,0,,0,,0,,0,false,070930410132,0,0
070930410140,5102 Coney Weston Pl,Residential,Single family,58,$68200.00,$154400.00,$222600.00,$65600.00,$148400.00,$214000.00,$4975.40,$0.00,$0.00,$4975.40,SR-C1,,,,11487.62,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,2,0,2,true,1488,0,0,0,1488,0,0,1488,0,Wood,Masonry Facing,Concrete,Asphalt,2006,Attached,1,,0,Asphalt,false,"TIMBER LANE SUBD, LOT 12",Open Porch,100,Screen Porch,204,,0,,0,,0,,0,false,070930410140,0,0
070930410158,5026 Coney Weston Pl,Residential,Single family,58,$102400.00,$255800.00,$358200.00,$98500.00,$245900.00,$344400.00,$8265.90,$0.00,$0.00,$8265.90,SR-C1,,,,18190,Coney Weston Pl,107,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Modern two story,1963,2,1,5,2,2,3,true,1446,1434,0,0,2880,0,407,1446,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"CONEY WESTON PLAT LOT 8 & BEG AT SW COR  SD LOT 8 TH WLY 7 FT, TH NLY 170 FT PARA TO W LN OF LOT RH ELY 7 FT TO NW COR OF  LOT TH SLY ALONG W LN TO POB, VACATED MEMORY LANE PER DOC 0929154.",Open Porch,222,Encl Porch,195,Patio,484,,0,,0,,0,false,070930410158,0,0
070930410166,5022 Coney Weston Pl,Residential,Single family,58,$128200.00,$111000.00,$239200.00,$123300.00,$106700.00,$230000.00,$5363.02,$0.00,$0.00,$5363.02,SR-C1,,,,21250,Coney Weston Pl,125,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,3,1,1,2,true,1400,0,0,0,1400,0,0,1400,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2007,Attached,2,,0,Asphalt,false,"CONEY WESTON PLAT, LOT 9",Encl Porch,400,,0,,0,,0,,0,,0,false,070930410166,0,0
070930410174,5018 Coney Weston Pl,Residential,Single family,58,$84400.00,$223300.00,$307700.00,$81200.00,$214700.00,$295900.00,$6959.53,$0.00,$0.00,$6959.53,SR-C1,,,,14012.5,Coney Weston Pl,112.1,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,4,2,1,2,true,2304,0,0,0,2304,0,515,2304,0,Wood,Masonry Facing,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,CONEY WESTON PLAT SLY 125 FT OF LOT 10 & SLY 125 FT OF WLY 32.6 FT OF LOT 11,Screen Porch,324,,0,,0,,0,,0,,0,false,070930410174,0,0
070930410182,5010 Coney Weston Pl,Residential,Single family,58,$77600.00,$164400.00,$242000.00,$74600.00,$158100.00,$232700.00,$5428.43,$0.00,$0.00,$5428.43,SR-C1,,,,14050,Coney Weston Pl,112.4,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,4,3,0,1,true,1430,0,0,0,1430,0,1044,1910,0,Aluminum/Vinyl,,Concrete Block,Asphalt,2006,Basement,2,,0,Asphalt,false,CONEY WESTON PLAT SLY 125 FT OF ELY 42.4 FT OF LOT 11 & SLY 125 FT OF LOT 12,Encl Porch,480,Patio,640,,0,,0,,0,,0,false,070930410182,0,0
070930410190,714 Wedgewood Way,Residential,Single family,58,$73800.00,$218900.00,$292700.00,$71000.00,$210400.00,$281400.00,$6608.25,$0.00,$0.00,$6608.25,SR-C1,,,,12398.54,Wedgewood Way,90,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1956,1,1,2,2,1,3,true,1916,0,0,0,1916,0,588,1736,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1956,Attached,2,,0,Asphalt,false,LOT 2 OF CERTIFIED SURVEY MAP #168 RECOR DED IN DANE COUNTY REGISTER OF DEEDS IN  VOL 1 PAGE 168 OF CERTIFIED SURVEYS,Patio,100,,0,,0,,0,,0,,0,false,070930410190,0,0
070930410207,710 Wedgewood Way,Residential,Single family,58,$66800.00,$221200.00,$288000.00,$64200.00,$230100.00,$294300.00,$6920.77,$0.00,$0.00,$6920.77,SR-C1,,,,11040,Wedgewood Way,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1966,1,1,1,1,1,2,true,2098,0,0,0,2098,0,520,1830,268,Brick,Wood,Concrete,Asphalt,2010,Attached,2,,0,Asphalt,false,LOT 1 OF CERTIFIED SURVEYS MAP #168 RECO RDED IN DANE COUNTY REGISTER OF DEEDS IN VOL 1 PAGE 168 OF CERTIFIED SURVEYS,Open Porch,175,,0,,0,,0,,0,,0,false,070930410207,0,0
070930410215,5013 Odana Rd,Residential,Other,58,$76800.00,$2600.00,$79400.00,$74600.00,$2500.00,$77100.00,$1790.21,$0.00,$0.00,$1790.21,SR-C1,,,,12870,Odana Rd,65,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,0,,0,,0,,,LOT 2 CERTIFIED SURVEY MAP 395 RECORDED  IN DANE COUNTY REGISTER OF DEEDS IN VOL  2 PG 171 OF CERTIFIED SURVEYS,,0,,0,,0,,0,,0,,0,false,070930410215,0,0
070930411015,5205 Odana Rd,Residential,Single family,58,$47400.00,$151000.00,$198400.00,$46000.00,$146600.00,$192600.00,$4456.95,$0.00,$0.00,$4456.95,SR-C1,,,,8004,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1957,1,1,4,2,1,2,true,1577,0,0,0,1577,0,760,1577,0,Wood,,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,"GOLF GREEN SUBD, LOT 105",Encl Porch,156,,0,,0,,0,,0,,0,false,070930411015,0,0
070930411023,5209 Odana Rd,Residential,Single family,58,$56800.00,$116500.00,$173300.00,$55100.00,$113100.00,$168200.00,$3865.83,$0.00,$0.00,$3865.83,SR-C1,,,,9593.6,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1958,1,1,4,2,0,1,true,1288,0,0,0,1288,0,336,1288,0,Wood,Masonry Facing,Concrete,Asphalt,1958,Attached,1,,0,Concrete,false,"GOLF GREEN SUBD, LOT 104",Encl Porch,120,Deck,120,,0,,0,,0,,0,false,070930411023,0,0
070930411031,5213 Odana Rd,Residential,Single family,58,$56800.00,$131000.00,$187800.00,$55100.00,$127200.00,$182300.00,$4207.42,$0.00,$0.00,$4207.42,SR-C1,,,,9564,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1958,1,1,3,1,2,1,true,1222,0,0,0,1222,0,750,1222,0,Wood,,Concrete,Asphalt,2003,Attached,1,,0,Concrete,false,"GOLF GREEN SUBD, LOT 103",Deck,288,,0,,0,,0,,0,,0,false,070930411031,0,0
070930411049,5217 Odana Rd,Residential,Single family,58,$56800.00,$154300.00,$211100.00,$55100.00,$149800.00,$204900.00,$4754.94,$0.00,$0.00,$4754.94,SR-C1,,,,9522,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1958,1,1,4,1,1,0,true,1102,0,0,0,1102,0,650,1092,0,Aluminum/Vinyl,,Concrete,Asphalt,2012,Attached,1,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 102",Patio,168,Deck,168,Shed,80,,0,,0,,0,false,070930411049,0,0
070930411057,5221 Odana Rd,Residential,Single family,58,$56800.00,$128000.00,$184800.00,$55100.00,$124300.00,$179400.00,$4137.17,$0.00,$0.00,$4137.17,SR-C1,,,,9476.8,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1957,1,1,3,1,1,1,true,1040,0,0,0,1040,0,672,1040,0,Wood,Masonry Facing,Concrete,Asphalt,2008,Attached,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 101",,0,,0,,0,,0,,0,,0,false,070930411057,0,0
070930411065,5301 Odana Rd,Residential,Single family,58,$56800.00,$150900.00,$207700.00,$55100.00,$146500.00,$201600.00,$4674.99,$0.00,$0.00,$4674.99,SR-C1,,,,9438.8,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1964,1,1,3,1,1,2,false,1419,0,0,0,1419,0,730,1339,0,Wood,Masonry Facing,Concrete,Asphalt,2006,Attached,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 100",Open Porch,72,Patio,180,,0,,0,,0,,0,false,070930411065,0,0
070930411073,5305 Odana Rd,Residential,Single family,58,$55000.00,$129300.00,$184300.00,$53400.00,$125500.00,$178900.00,$4125.05,$0.00,$0.00,$4125.05,SR-C1,,,,9402,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1961,1,1,3,1,0,0,true,1341,0,0,0,1341,0,300,1221,0,Wood,Masonry Facing,Concrete,Asphalt,1990,Attached,1,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 99",Open Porch,30,Patio,140,,0,,0,,0,,0,false,070930411073,0,0
070930411081,5309 Odana Rd,Residential,Single family,58,$55000.00,$122900.00,$177900.00,$53400.00,$116600.00,$170000.00,$3909.44,$0.00,$0.00,$3909.44,SR-C1,,,,9364,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1958,1,1,4,2,0,1,true,960,0,0,0,960,0,620,960,0,Aluminum/Vinyl,,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,"GOLF GREEN SUBD, LOT 98",Screen Porch,216,Deck,228,,0,,0,,0,,0,false,070930411081,0,0
070930411099,5313 Odana Rd,Residential,Single family,58,$55000.00,$154000.00,$209000.00,$53400.00,$148600.00,$202000.00,$4684.68,$0.00,$0.00,$4684.68,SR-C1,,,,9325.2,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1958,1,1,4,2,0,2,true,1112,0,0,0,1112,0,808,960,0,Aluminum/Vinyl,,Concrete,Asphalt,2001,Attached,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 97",Patio,288,,0,,0,,0,,0,,0,false,070930411099,0,0
070930411106,5317 Odana Rd,Residential,Single family,58,$55000.00,$146200.00,$201200.00,$53400.00,$141900.00,$195300.00,$4522.37,$0.00,$0.00,$4522.37,SR-C1,,,,9287.2,Odana Rd,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1957,1,1,4,1,1,1,true,1403,0,0,0,1403,0,560,1193,0,Wood,,Concrete,Asphalt,1986,Attached,1,,0,Concrete,false,"GOLF GREEN SUBD, LOT 96",Screen Porch,204,Encl Porch,96,Deck,238,Deck,175,,0,,0,false,070930411106,0,0
070930411114,5321 Odana Rd,Residential,Single family,58,$82200.00,$103900.00,$186100.00,$79800.00,$100900.00,$180700.00,$4168.66,$0.00,$0.00,$4168.66,SR-C1,WP-12,,,11709.5,Odana Rd,128.65,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1977,1,1,3,2,0,0,true,1614,0,0,0,1614,0,0,1614,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 95",Patio,216,Deck,168,,0,,0,,0,,0,false,070930411114,0,0
070930411122,701 Odana Ln,Residential,Single family,58,$54200.00,$125700.00,$179900.00,$52600.00,$122000.00,$174600.00,$4020.88,$0.00,$0.00,$4020.88,SR-C1,WP-12,,,9486,Odana Ln,88.1,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1964,1,1,3,1,1,1,true,1340,0,0,0,1340,0,0,1340,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2002,Attached,1.5,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 94",Open Porch,90,Deck,273,,0,,0,,0,,0,false,070930411122,0,0
070930411130,705 Odana Ln,Residential,Single family,58,$54200.00,$125700.00,$179900.00,$52600.00,$122000.00,$174600.00,$4152.27,$0.00,$0.00,$4152.27,SR-C1,WP-12,,,9600,Odana Ln,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,4,2,1,2,true,1270,0,0,0,1270,0,782,1225,0,Wood,Masonry Facing,Concrete,Asphalt,2007,Attached,1,,0,Concrete,false,"GOLF GREEN SUBD, LOT 93",Encl Porch,275,,0,,0,,0,,0,,0,false,070930411130,0,0
070930411148,709 Odana Ln,Residential,Single family,58,$54200.00,$143800.00,$198000.00,$52600.00,$139600.00,$192200.00,$4447.26,$0.00,$0.00,$4447.26,SR-C1,WP-12,,,9600,Odana Ln,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,3,2,1,2,true,1270,0,0,0,1270,0,617,1225,0,Wood,,Concrete,Asphalt,2013,Attached,1,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 92",Deck,240,,0,,0,,0,,0,,0,false,070930411148,0,0
070930411156,713 Odana Ln,Residential,Single family,58,$54200.00,$137400.00,$191600.00,$52600.00,$133400.00,$186000.00,$4428.45,$0.00,$0.00,$4428.45,SR-C1,WP-12,,,9551.71,Odana Ln,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Bi-level,1965,1,1,3,2,0,2,true,1300,0,0,0,1300,0,416,1225,0,Wood,,Concrete,Asphalt,2007,Basement,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 91",,0,,0,,0,,0,,0,,0,false,070930411156,0,0
070930411164,5334 Coney Weston Pl,Residential,Single family,58,$58900.00,$172500.00,$231400.00,$56600.00,$165900.00,$222500.00,$5181.32,$0.00,$0.00,$5181.32,SR-C1,WP-12,,,9551.71,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1965,1,1,3,2,0,3,true,1476,0,0,0,1476,0,350,1382,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2006,Basement,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 90",Screen Porch,144,Patio,144,,0,,0,,0,,0,false,070930411164,0,0
070930411172,5330 Coney Weston Pl,Residential,Single family,58,$58900.00,$222400.00,$281300.00,$56600.00,$213900.00,$270500.00,$6344.18,$0.00,$0.00,$6344.18,SR-C1,WP-12,,,9600,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1962,1,1,4,2,0,2,true,1770,0,0,0,1770,0,120,1770,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1994,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 89",Open Porch,120,Patio,144,,0,,0,,0,,0,false,070930411172,0,0
070930411180,5326 Coney Weston Pl,Residential,Single family,58,$58900.00,$203700.00,$262600.00,$56600.00,$195900.00,$252500.00,$5908.11,$0.00,$0.00,$5908.11,SR-C1,WP-12,,,9680,Coney Weston Pl,80.3,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1962,1,1,3,2,1,1,true,1580,0,0,0,1580,0,838,1342,0,Wood,Masonry Facing,Concrete,Asphalt,1962,Attached,1,,0,Concrete,false,"GOLF GREEN SUBD, LOT 88",Open Porch,120,,0,,0,,0,,0,,0,false,070930411180,0,0
070930411198,5322 Coney Weston Pl,Residential,Single family,58,$64000.00,$171600.00,$235600.00,$61500.00,$165000.00,$226500.00,$5278.23,$0.00,$0.00,$5278.23,SR-C1,WP-12,,,11064.85,Coney Weston Pl,60,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1960,1,1,3,1,1,2,true,1443,0,0,0,1443,0,0,1426,0,Wood,Masonry Facing,Concrete,Asphalt,1985,Attached,2,,0,Concrete,false,LOT 87 GOLF GREEN SUBD,Encl Porch,160,,0,,0,,0,,0,,0,false,070930411198,0,0
070930411205,5318 Coney Weston Pl,Residential,Single family,58,$76800.00,$155600.00,$232400.00,$73800.00,$149700.00,$223500.00,$5205.55,$0.00,$0.00,$5205.55,SR-C1,WP-12,,,10205.4,Coney Weston Pl,60,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1960,1,1,3,2,0,2,true,1669,0,0,0,1669,0,992,1669,0,Brick,,Concrete,Asphalt,1960,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 86",,0,,0,,0,,0,,0,,0,false,070930411205,0,0
070930411213,5314 Coney Weston Pl,Residential,Single family,58,$58900.00,$196900.00,$255800.00,$56600.00,$189400.00,$246000.00,$5750.64,$0.00,$0.00,$5750.64,SR-C1,WP-12,,,9600,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1959,1,1,3,2,0,2,true,1656,0,0,0,1656,0,792,1408,68,Wood,Masonry Facing,Concrete,Asphalt,1959,Attached,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 85",Open Porch,220,Patio,172,,0,,0,,0,,0,false,070930411213,0,0
070930411221,5310 Coney Weston Pl,Residential,Single family,58,$58900.00,$177300.00,$236200.00,$56600.00,$170500.00,$227100.00,$5292.76,$0.00,$0.00,$5292.76,SR-C1,,,,9600,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1960,1,1,3,1,1,1,true,1420,0,0,0,1420,0,480,615,429,Wood,Masonry Facing,Concrete,Asphalt,1999,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 84",,0,,0,,0,,0,,0,,0,false,070930411221,0,0
070930411239,5306 Coney Weston Pl,Residential,Single family,58,$58900.00,$154100.00,$213000.00,$56600.00,$148200.00,$204800.00,$4752.52,$0.00,$0.00,$4752.52,SR-C1,,,,9600,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1958,1,1,3,2,0,1,true,1080,0,0,0,1080,0,268,1080,0,Aluminum/Vinyl,,Concrete,Asphalt,2013,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 83",Enc-Fin Porch,196,Deck,162,,0,,0,,0,,0,false,070930411239,0,0
070930411247,5302 Coney Weston Pl,Residential,Single family,58,$58900.00,$167700.00,$226600.00,$56600.00,$161300.00,$217900.00,$5069.88,$0.00,$0.00,$5069.88,SR-C1,,,,9600,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1961,1,1,3,1,1,1,true,1331,0,0,0,1331,0,560,704,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 82",Open Porch,72,Screen Porch,156,,0,,0,,0,,0,false,070930411247,0,0
070930411255,5218 Coney Weston Pl,Residential,Single family,58,$58900.00,$211800.00,$270700.00,$56600.00,$203700.00,$260300.00,$6097.07,$0.00,$0.00,$6097.07,SR-C1,,,,9600,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1960,1,1,3,2,0,1,true,1314,0,0,0,1314,0,704,1281,0,Wood,Masonry Facing,Concrete,Asphalt,1996,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 81",Open Porch,150,Deck,150,,0,,0,,0,,0,false,070930411255,0,0
070930411263,5214 Coney Weston Pl,Residential,Single family,58,$58900.00,$178400.00,$237300.00,$56600.00,$171600.00,$228200.00,$5319.41,$0.00,$0.00,$5319.41,SR-C1,,,,9600,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1960,1,1,3,2,1,2,true,1363,0,0,0,1363,0,324,1363,0,Brick,Wood,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 80",Encl Porch,135,Patio,232,,0,,0,,0,,0,false,070930411263,0,0
